customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
1851,26,Female,Top,Clothing,1673,Nungambakkam,S,Orange,Festive,1.4,No,Express,No,2,Net Banking,Fortnightly,Young Adult,14
1852,41,Other,Saree,Clothing,3052,Madipakkam,XL,Pink,Summer,4.3,Yes,Free Shipping,Yes,25,Cash,Occasionally,Adult,90
1853,46,Female,Formal Pants,Clothing,1542,Saidapet,S,Black,Spring,3.7,Yes,Express,No,19,Cash,Occasionally,Middle-Aged,90
1854,50,Male,Sweater,Clothing,5215,Pallavaram,S,Brown,Winter,3.5,No,Free Shipping,Yes,7,UPI,Fortnightly,Middle-Aged,14
1855,18,Other,Sweater,Clothing,5593,Guindy,XXL,Maroon,Spring,2.3,Yes,Free Shipping,No,35,Wallet,Monthly,Young Adult,30
1856,49,Other,Tracksuit,Clothing,4095,Anna Nagar,XS,Navy,Spring,3.0,No,Express,No,39,UPI,Weekly,Middle-Aged,7
1857,58,Female,Skirt,Clothing,5995,T Nagar,XXL,Gray,Festive,4.9,Yes,Express,No,39,Credit Card,Occasionally,Senior,90
1858,18,Female,Shorts,Clothing,4970,Adyar,XS,Purple,Summer,3.1,Yes,Standard,Yes,26,Cash,Monthly,Young Adult,30
1859,61,Male,Jacket,Clothing,1096,Tambaram,XS,Brown,Monsoon,1.9,Yes,Free Shipping,No,10,Debit Card,Monthly,Senior,30
1860,21,Male,Top,Clothing,846,Ambattur,M,Pink,Winter,2.6,No,Express,No,32,UPI,Weekly,Young Adult,7
1861,43,Other,Shorts,Clothing,7475,Anna Nagar,XXL,Blue,Festive,3.9,No,Standard,No,20,Cash,Fortnightly,Middle-Aged,14
1862,47,Male,Cap,Clothing,5167,Egmore,M,Gray,Spring,5.0,No,Standard,No,22,Credit Card,Weekly,Middle-Aged,7
1863,37,Male,T-shirt,Clothing,7888,Ambattur,M,Purple,Spring,2.0,No,Standard,Yes,35,Cash,Monthly,Adult,30
1864,42,Female,Leggings,Clothing,8681,Washermenpet,L,Brown,Festive,3.4,Yes,Standard,No,20,Credit Card,Monthly,Adult,30
1865,31,Female,Jeans,Clothing,2505,Guindy,L,Purple,Monsoon,2.1,Yes,Standard,Yes,25,Wallet,Monthly,Adult,30
1866,62,Other,T-shirt,Clothing,6853,Pallavaram,XXL,Red,Monsoon,1.6,No,Standard,Yes,36,Credit Card,Fortnightly,Senior,14
1867,19,Male,Leggings,Clothing,9355,T Nagar,L,Maroon,Monsoon,1.3,No,Free Shipping,No,19,UPI,Weekly,Young Adult,7
1868,56,Female,Skirt,Clothing,9397,Kodungaiyur,XL,Beige,Monsoon,2.4,Yes,Free Shipping,Yes,22,Net Banking,Weekly,Middle-Aged,7
1869,20,Other,Leggings,Clothing,7109,Saidapet,XL,Orange,Monsoon,4.0,No,Express,No,6,Net Banking,Monthly,Young Adult,30
1870,57,Other,Leggings,Clothing,685,Porur,XS,Red,Spring,2.6,No,Express,No,27,Wallet,Monthly,Senior,30
1871,56,Other,Scarf,Clothing,5554,Tambaram,XS,Orange,Spring,2.4,No,Standard,No,12,Net Banking,Occasionally,Middle-Aged,90
1872,17,Female,Top,Clothing,766,Madipakkam,XXL,Gray,Festive,4.0,No,Standard,Yes,22,Debit Card,Monthly,Young Adult,30
1873,55,Female,Dress,Clothing,8746,Saidapet,XXL,Purple,Festive,1.3,Yes,Standard,Yes,22,Cash,Occasionally,Middle-Aged,90
1874,23,Female,Leggings,Clothing,8615,Perambur,XL,Yellow,Festive,1.2,Yes,Express,Yes,36,Debit Card,Weekly,Young Adult,7
1875,22,Male,Formal Pants,Clothing,6989,Mylapore,S,Gray,Summer,3.7,Yes,Free Shipping,Yes,17,Cash,Fortnightly,Young Adult,14
1876,41,Male,Scarf,Clothing,8552,Ambattur,L,Navy,Spring,1.9,Yes,Express,Yes,10,Debit Card,Monthly,Adult,30
1877,16,Male,Hoodie,Clothing,6007,Adyar,XS,White,Summer,4.7,Yes,Express,No,30,Cash,Monthly,Young Adult,30
1878,61,Other,Top,Clothing,4006,Pallavaram,XS,Orange,Festive,2.5,Yes,Standard,Yes,8,Debit Card,Monthly,Senior,30
1879,41,Male,Jeans,Clothing,7815,T Nagar,L,Orange,Summer,4.2,No,Express,No,24,UPI,Fortnightly,Adult,14
1880,50,Other,Kurti,Clothing,8466,Thiruvanmiyur,XL,Black,Monsoon,3.0,Yes,Standard,No,17,Wallet,Occasionally,Middle-Aged,90
1881,56,Male,Dress,Clothing,5351,Egmore,XS,Beige,Spring,3.4,No,Free Shipping,Yes,28,Net Banking,Fortnightly,Middle-Aged,14
1882,65,Other,Jacket,Clothing,5737,Egmore,L,Red,Summer,4.2,No,Standard,Yes,26,Cash,Weekly,Senior,7
1883,30,Other,Formal Pants,Clothing,4539,Guindy,L,Maroon,Monsoon,4.2,No,Free Shipping,Yes,29,Net Banking,Monthly,Adult,30
1884,67,Other,Shorts,Clothing,315,Mylapore,XS,Yellow,Monsoon,1.6,Yes,Standard,No,4,Cash,Weekly,Senior,7
1885,65,Male,Leggings,Clothing,9605,Guindy,M,Navy,Festive,2.0,No,Free Shipping,Yes,36,Debit Card,Monthly,Senior,30
1886,31,Male,Saree,Clothing,2946,Madipakkam,XXL,Red,Summer,1.5,No,Express,No,6,UPI,Occasionally,Adult,90
1887,39,Other,Jacket,Clothing,8824,Saidapet,M,Brown,Winter,1.1,No,Express,No,7,Cash,Occasionally,Adult,90
1888,66,Female,Shorts,Clothing,5778,Thiruvanmiyur,XXL,Brown,Festive,1.0,No,Express,Yes,36,Debit Card,Weekly,Senior,7
1889,53,Female,Hoodie,Clothing,4903,Royapettah,S,Blue,Spring,2.4,Yes,Free Shipping,Yes,18,Credit Card,Monthly,Middle-Aged,30
1890,56,Other,Sweater,Clothing,6449,Washermenpet,L,Navy,Festive,3.0,No,Express,No,39,Debit Card,Fortnightly,Middle-Aged,14
1891,40,Male,Scarf,Clothing,2921,Guindy,XXL,Maroon,Winter,2.1,No,Express,Yes,26,UPI,Occasionally,Adult,90
1892,30,Other,Sweater,Clothing,5039,Perambur,XL,Blue,Monsoon,3.4,Yes,Free Shipping,Yes,8,Net Banking,Monthly,Adult,30
1893,45,Other,Chinos,Clothing,3244,Anna Nagar,XL,Green,Winter,1.4,No,Free Shipping,No,9,UPI,Fortnightly,Middle-Aged,14
1894,36,Male,Blazer,Clothing,9097,T Nagar,M,Green,Festive,2.2,Yes,Standard,Yes,1,Net Banking,Occasionally,Adult,90
1895,42,Male,Dress,Clothing,9270,Thiruvanmiyur,XL,Gray,Winter,4.6,Yes,Standard,Yes,4,Cash,Occasionally,Adult,90
1896,19,Female,Kurti,Clothing,1541,T Nagar,L,Beige,Winter,1.2,No,Express,No,20,Wallet,Occasionally,Young Adult,90
1897,34,Male,Cap,Clothing,4020,Chromepet,S,Blue,Spring,1.4,No,Standard,Yes,26,UPI,Fortnightly,Adult,14
1898,41,Male,Kurti,Clothing,6195,Perambur,M,Pink,Summer,4.7,Yes,Express,No,21,Credit Card,Monthly,Adult,30
1899,41,Female,Skirt,Clothing,3445,Porur,XXL,Beige,Spring,4.9,Yes,Free Shipping,Yes,38,Debit Card,Monthly,Adult,30
1900,53,Other,Shirt,Clothing,3461,Mylapore,XXL,Blue,Festive,3.2,No,Express,Yes,38,Wallet,Monthly,Middle-Aged,30
1901,65,Male,Jacket,Clothing,1044,Washermenpet,XS,Orange,Monsoon,2.2,Yes,Standard,No,7,UPI,Weekly,Senior,7
1902,27,Female,Pajamas,Clothing,2718,Anna Nagar,L,Black,Spring,2.7,Yes,Standard,No,33,UPI,Occasionally,Young Adult,90
1903,24,Female,Saree,Clothing,2456,Madipakkam,XL,Teal,Monsoon,2.2,Yes,Standard,Yes,5,UPI,Monthly,Young Adult,30
1904,28,Other,T-shirt,Clothing,6345,Pallavaram,XS,White,Festive,2.4,No,Free Shipping,No,19,Cash,Weekly,Young Adult,7
1905,48,Male,Shirt,Clothing,2848,Mylapore,XS,Brown,Monsoon,3.7,No,Standard,No,17,UPI,Monthly,Middle-Aged,30
1906,56,Female,Tracksuit,Clothing,9778,Royapettah,XXL,Beige,Festive,2.0,No,Standard,Yes,10,Wallet,Weekly,Middle-Aged,7
1907,34,Male,T-shirt,Clothing,9269,Anna Nagar,XXL,Maroon,Summer,3.8,No,Standard,Yes,37,Credit Card,Monthly,Adult,30
1908,18,Other,Hoodie,Clothing,2406,Perambur,M,Orange,Spring,1.2,No,Standard,Yes,14,Wallet,Occasionally,Young Adult,90
1909,16,Female,Top,Clothing,1804,T Nagar,XS,Olive,Winter,3.3,No,Free Shipping,No,19,Debit Card,Fortnightly,Young Adult,14
1910,42,Male,Shirt,Clothing,9233,Egmore,S,Olive,Winter,4.6,Yes,Standard,Yes,29,Credit Card,Monthly,Adult,30
1911,43,Male,Cap,Clothing,6064,Royapettah,M,Blue,Winter,3.1,Yes,Express,No,5,Wallet,Weekly,Middle-Aged,7
1912,62,Other,Sweater,Clothing,9012,Saidapet,M,Navy,Summer,4.4,Yes,Free Shipping,Yes,4,Credit Card,Monthly,Senior,30
1913,45,Male,Formal Pants,Clothing,2951,Royapettah,M,Gray,Monsoon,4.3,Yes,Free Shipping,Yes,16,Net Banking,Monthly,Middle-Aged,30
1914,29,Female,Blazer,Clothing,1996,Guindy,M,Green,Festive,4.1,Yes,Standard,No,14,UPI,Monthly,Young Adult,30
1915,37,Female,Tracksuit,Clothing,4671,Adyar,XS,Yellow,Spring,4.9,Yes,Express,Yes,22,UPI,Monthly,Adult,30
1916,47,Female,T-shirt,Clothing,9482,Kodungaiyur,XXL,Teal,Summer,2.9,No,Free Shipping,No,10,Wallet,Fortnightly,Middle-Aged,14
1917,65,Other,Jacket,Clothing,4072,Chromepet,XXL,Teal,Festive,4.9,No,Standard,No,2,Wallet,Weekly,Senior,7
1918,43,Male,Cap,Clothing,5073,Saidapet,XS,Gray,Spring,1.5,Yes,Standard,Yes,25,Wallet,Monthly,Middle-Aged,30
1919,50,Female,Shorts,Clothing,8257,Porur,XL,Green,Spring,2.1,No,Express,Yes,3,Net Banking,Monthly,Middle-Aged,30
1920,31,Male,Chinos,Clothing,3559,Chromepet,XXL,Beige,Monsoon,3.9,Yes,Free Shipping,Yes,12,Net Banking,Occasionally,Adult,90
1921,61,Male,Formal Pants,Clothing,3579,Porur,M,White,Spring,3.7,Yes,Free Shipping,Yes,4,Debit Card,Occasionally,Senior,90
1922,41,Male,Shirt,Clothing,9613,Nungambakkam,S,Pink,Winter,1.1,Yes,Free Shipping,No,16,UPI,Occasionally,Adult,90
1923,34,Male,Dress,Clothing,3383,Velachery,S,Orange,Summer,1.1,No,Standard,Yes,27,Debit Card,Monthly,Adult,30
1924,22,Other,Jacket,Clothing,1352,Mylapore,M,Olive,Monsoon,4.7,No,Free Shipping,No,2,Wallet,Fortnightly,Young Adult,14
1925,21,Male,Top,Clothing,2210,Chromepet,S,Purple,Monsoon,3.3,No,Free Shipping,Yes,35,Net Banking,Occasionally,Young Adult,90
1926,17,Other,T-shirt,Clothing,8886,Pallavaram,M,Brown,Monsoon,3.8,No,Express,No,9,Wallet,Monthly,Young Adult,30
1927,45,Male,Shorts,Clothing,7556,Chromepet,XS,Purple,Festive,2.2,Yes,Express,Yes,11,Cash,Monthly,Middle-Aged,30
1928,54,Other,Pajamas,Clothing,9418,Mylapore,XXL,Green,Festive,1.6,No,Express,No,18,Wallet,Monthly,Middle-Aged,30
1929,19,Other,Chinos,Clothing,4276,Mylapore,M,Teal,Monsoon,1.6,No,Standard,No,32,Debit Card,Fortnightly,Young Adult,14
1930,66,Other,Blazer,Clothing,5500,Anna Nagar,XXL,Pink,Festive,3.4,Yes,Free Shipping,Yes,36,Net Banking,Occasionally,Senior,90
1931,69,Other,Saree,Clothing,3877,T Nagar,XL,Yellow,Summer,4.8,No,Free Shipping,No,33,Cash,Monthly,Senior,30
1932,61,Female,Blazer,Clothing,987,Pallavaram,M,Yellow,Summer,1.5,No,Standard,Yes,4,Debit Card,Fortnightly,Senior,14
1933,25,Female,Scarf,Clothing,5500,Guindy,XL,Blue,Summer,1.5,Yes,Standard,Yes,11,Credit Card,Occasionally,Young Adult,90
1934,32,Male,Skirt,Clothing,9552,Adyar,XXL,Red,Summer,1.8,No,Standard,Yes,10,Cash,Weekly,Adult,7
1935,30,Male,Tracksuit,Clothing,1520,T Nagar,XXL,Olive,Spring,1.9,No,Express,Yes,10,Wallet,Occasionally,Adult,90
1936,64,Other,Jeans,Clothing,4632,Nungambakkam,L,Red,Festive,1.6,No,Free Shipping,Yes,36,Net Banking,Weekly,Senior,7
1937,22,Other,Jeans,Clothing,515,Kodungaiyur,XL,Gray,Winter,2.3,No,Express,Yes,29,Net Banking,Monthly,Young Adult,30
1938,51,Male,Saree,Clothing,7105,Velachery,XS,White,Winter,4.6,Yes,Free Shipping,Yes,22,Credit Card,Weekly,Middle-Aged,7
1939,26,Male,Tracksuit,Clothing,383,Royapettah,S,Gray,Monsoon,2.0,Yes,Free Shipping,No,24,UPI,Monthly,Young Adult,30
1940,30,Other,Sweater,Clothing,647,Saidapet,L,Maroon,Festive,4.0,No,Standard,Yes,31,Wallet,Monthly,Adult,30
1941,57,Male,Kurti,Clothing,4603,Egmore,XXL,Orange,Spring,4.1,No,Free Shipping,No,22,Credit Card,Occasionally,Senior,90
1942,52,Female,Cap,Clothing,2916,Perambur,XXL,White,Winter,1.8,No,Standard,No,16,Credit Card,Occasionally,Middle-Aged,90
1943,67,Other,Skirt,Clothing,7257,Adyar,XXL,Yellow,Monsoon,1.3,Yes,Free Shipping,No,15,Cash,Monthly,Senior,30
1944,58,Other,Tracksuit,Clothing,6839,T Nagar,XXL,Black,Winter,3.5,Yes,Free Shipping,No,22,Debit Card,Occasionally,Senior,90
1945,63,Male,Formal Pants,Clothing,6569,Pallavaram,XXL,Red,Spring,4.1,Yes,Express,No,17,UPI,Weekly,Senior,7
1946,69,Female,Jacket,Clothing,5272,Nungambakkam,XL,Teal,Spring,1.7,Yes,Express,No,37,Net Banking,Occasionally,Senior,90
1947,22,Female,Scarf,Clothing,7232,Anna Nagar,L,White,Festive,2.1,Yes,Standard,No,14,UPI,Monthly,Young Adult,30
1948,67,Other,Scarf,Clothing,6790,Anna Nagar,L,Pink,Summer,3.3,Yes,Standard,No,37,Wallet,Fortnightly,Senior,14
1949,62,Male,Jeans,Clothing,8169,Anna Nagar,XS,Olive,Summer,3.8,Yes,Standard,Yes,30,Wallet,Weekly,Senior,7
1950,33,Female,Kurti,Clothing,8409,Egmore,XXL,Red,Summer,1.7,Yes,Free Shipping,No,10,Credit Card,Occasionally,Adult,90
1951,69,Female,Tracksuit,Clothing,3876,Guindy,XL,Gray,Festive,2.4,No,Standard,No,1,Debit Card,Monthly,Senior,30
1952,37,Male,Sweater,Clothing,6230,Perambur,XS,Olive,Winter,4.2,No,Express,Yes,27,Net Banking,Weekly,Adult,7
1953,34,Other,Leggings,Clothing,9639,Royapettah,S,White,Spring,2.2,No,Free Shipping,No,33,Wallet,Monthly,Adult,30
1954,35,Female,Scarf,Clothing,7122,Pallavaram,S,Black,Summer,1.7,No,Free Shipping,No,8,UPI,Weekly,Adult,7
1955,50,Male,Blazer,Clothing,5761,Velachery,XS,White,Summer,4.6,Yes,Standard,No,38,UPI,Monthly,Middle-Aged,30
1956,18,Female,Blazer,Clothing,3493,Pallavaram,XS,White,Spring,4.1,Yes,Standard,Yes,33,Cash,Monthly,Young Adult,30
1957,52,Male,Jacket,Clothing,5622,Nungambakkam,XL,Purple,Monsoon,2.8,Yes,Express,No,12,Net Banking,Weekly,Middle-Aged,7
1958,61,Female,Top,Clothing,9393,Velachery,XS,Teal,Summer,4.9,Yes,Express,Yes,29,UPI,Occasionally,Senior,90
1959,36,Male,Tracksuit,Clothing,3572,Thiruvanmiyur,XL,Navy,Festive,3.4,Yes,Standard,Yes,9,Cash,Occasionally,Adult,90
1960,47,Male,Shirt,Clothing,3762,Anna Nagar,M,Beige,Summer,2.5,Yes,Express,Yes,26,Cash,Fortnightly,Middle-Aged,14
1961,26,Other,Kurti,Clothing,899,Washermenpet,L,Blue,Summer,1.4,No,Express,Yes,24,Wallet,Occasionally,Young Adult,90
1962,67,Other,Sweater,Clothing,6598,Mylapore,S,Gray,Monsoon,3.1,Yes,Standard,No,36,Wallet,Weekly,Senior,7
1963,27,Male,Cap,Clothing,1232,Thiruvanmiyur,XS,Orange,Summer,4.4,No,Express,No,25,Debit Card,Monthly,Young Adult,30
1964,24,Male,Chinos,Clothing,7482,Pallavaram,M,Orange,Summer,1.9,Yes,Standard,No,28,UPI,Weekly,Young Adult,7
1965,68,Female,Tracksuit,Clothing,5568,Ambattur,XL,Beige,Festive,3.1,No,Standard,Yes,31,Net Banking,Fortnightly,Senior,14
1966,31,Other,Skirt,Clothing,9944,Perambur,XL,Orange,Winter,3.7,Yes,Standard,No,22,Wallet,Monthly,Adult,30
1967,55,Female,Skirt,Clothing,4121,Perambur,XS,Yellow,Summer,1.4,No,Standard,Yes,7,Credit Card,Occasionally,Middle-Aged,90
1968,67,Other,Hoodie,Clothing,4419,Perambur,XS,Pink,Winter,2.3,Yes,Standard,No,11,UPI,Weekly,Senior,7
1969,26,Female,Chinos,Clothing,8140,Perambur,L,Olive,Winter,4.1,Yes,Express,No,0,UPI,Fortnightly,Young Adult,14
1970,33,Other,Jacket,Clothing,1214,Washermenpet,XXL,Olive,Festive,5.0,Yes,Standard,No,21,UPI,Occasionally,Adult,90
1971,40,Male,Top,Clothing,3195,Thiruvanmiyur,XS,Green,Winter,2.0,Yes,Free Shipping,No,14,UPI,Fortnightly,Adult,14
1972,23,Other,Sweater,Clothing,7720,Nungambakkam,XL,Maroon,Winter,4.2,No,Standard,Yes,13,Net Banking,Fortnightly,Young Adult,14
1973,30,Other,Leggings,Clothing,3603,Nungambakkam,XXL,White,Spring,1.1,Yes,Free Shipping,Yes,11,Debit Card,Fortnightly,Adult,14
1974,38,Male,Jeans,Clothing,2950,Royapettah,XXL,Yellow,Spring,1.7,Yes,Free Shipping,No,23,Debit Card,Monthly,Adult,30
1975,47,Male,Formal Pants,Clothing,478,Adyar,M,White,Spring,3.1,Yes,Free Shipping,Yes,26,Debit Card,Fortnightly,Middle-Aged,14
1976,29,Other,Skirt,Clothing,4715,Mylapore,XXL,Orange,Spring,1.0,No,Standard,No,32,Net Banking,Weekly,Young Adult,7
1977,20,Female,Cap,Clothing,2931,Perambur,S,Black,Spring,1.8,No,Standard,No,33,Net Banking,Occasionally,Young Adult,90
1978,63,Female,Tracksuit,Clothing,5218,Tambaram,XXL,Beige,Winter,2.6,Yes,Express,No,6,Net Banking,Monthly,Senior,30
1979,66,Female,Cap,Clothing,5530,Royapettah,M,Purple,Festive,1.2,Yes,Standard,No,0,Credit Card,Monthly,Senior,30
1980,43,Female,T-shirt,Clothing,7239,Mylapore,S,Maroon,Festive,3.7,No,Free Shipping,No,22,Net Banking,Monthly,Middle-Aged,30
1981,40,Male,Formal Pants,Clothing,6249,Perambur,XXL,Orange,Festive,1.9,No,Express,No,19,Credit Card,Occasionally,Adult,90
1982,41,Female,Top,Clothing,5321,Thiruvanmiyur,L,Olive,Summer,3.9,Yes,Express,Yes,3,UPI,Monthly,Adult,30
1983,54,Female,Chinos,Clothing,5160,Porur,L,Gray,Winter,2.8,No,Free Shipping,Yes,31,Net Banking,Weekly,Middle-Aged,7
1984,32,Male,Saree,Clothing,3410,Egmore,M,Purple,Summer,4.4,No,Express,No,36,Credit Card,Weekly,Adult,7
1985,16,Other,Blazer,Clothing,4968,Guindy,XS,Purple,Winter,2.9,Yes,Standard,Yes,8,Net Banking,Fortnightly,Young Adult,14
1986,19,Male,Chinos,Clothing,9316,Thiruvanmiyur,XL,White,Monsoon,2.0,No,Free Shipping,No,25,Debit Card,Fortnightly,Young Adult,14
1987,33,Female,Tracksuit,Clothing,2422,Perambur,XXL,Red,Winter,4.1,Yes,Free Shipping,Yes,10,UPI,Fortnightly,Adult,14
1988,24,Other,Skirt,Clothing,8563,Adyar,S,Purple,Winter,1.6,Yes,Standard,No,9,Net Banking,Fortnightly,Young Adult,14
1989,26,Female,Cap,Clothing,6031,Velachery,XS,Brown,Spring,2.3,Yes,Standard,No,39,Cash,Monthly,Young Adult,30
1990,49,Female,Pajamas,Clothing,9211,Washermenpet,XL,Purple,Spring,2.7,Yes,Free Shipping,Yes,1,UPI,Monthly,Middle-Aged,30
1991,41,Male,Tracksuit,Clothing,5403,Pallavaram,S,Gray,Monsoon,3.7,No,Standard,Yes,23,Wallet,Occasionally,Adult,90
1992,17,Other,Pajamas,Clothing,1614,Saidapet,XXL,Orange,Monsoon,2.7,Yes,Free Shipping,Yes,0,Credit Card,Monthly,Young Adult,30
1993,30,Male,Pajamas,Clothing,5310,Ambattur,XXL,Maroon,Monsoon,2.8,No,Standard,No,25,Cash,Occasionally,Adult,90
1994,35,Other,Leggings,Clothing,4007,Pallavaram,XS,Orange,Spring,1.5,Yes,Standard,No,3,Wallet,Occasionally,Adult,90
1995,62,Male,Jacket,Clothing,8014,Tambaram,XXL,Purple,Festive,4.8,Yes,Express,No,2,Cash,Monthly,Senior,30
1996,35,Female,Chinos,Clothing,1752,Madipakkam,XXL,Brown,Summer,1.3,No,Express,Yes,20,Credit Card,Occasionally,Adult,90
1997,47,Female,Shorts,Clothing,6601,Guindy,XL,Pink,Summer,2.1,Yes,Standard,No,32,Debit Card,Fortnightly,Middle-Aged,14
1998,18,Female,Shorts,Clothing,9395,Kodungaiyur,M,White,Summer,3.4,No,Standard,Yes,7,Debit Card,Fortnightly,Young Adult,14
1999,69,Other,Formal Pants,Clothing,5719,Porur,XXL,Pink,Monsoon,3.4,No,Free Shipping,No,31,Net Banking,Monthly,Senior,30
2000,57,Other,Hoodie,Clothing,1580,Mylapore,XXL,Yellow,Monsoon,1.8,Yes,Standard,Yes,30,Cash,Fortnightly,Senior,14
2001,69,Male,Saree,Clothing,7040,T Nagar,XXL,Brown,Winter,1.2,No,Standard,Yes,19,UPI,Fortnightly,Senior,14
2002,59,Female,T-shirt,Clothing,4088,Saidapet,S,Brown,Festive,2.0,Yes,Standard,No,9,Cash,Occasionally,Senior,90
2003,46,Female,Shirt,Clothing,6864,Tambaram,S,Red,Festive,3.5,No,Express,Yes,8,Cash,Monthly,Middle-Aged,30
2004,38,Other,Kurti,Clothing,5774,Chromepet,XXL,Beige,Winter,4.8,Yes,Express,Yes,33,Credit Card,Occasionally,Adult,90
2005,38,Male,T-shirt,Clothing,6410,Anna Nagar,M,Blue,Monsoon,4.6,No,Standard,Yes,36,Debit Card,Occasionally,Adult,90
2006,67,Other,Kurti,Clothing,7706,Tambaram,XL,White,Summer,4.7,Yes,Standard,Yes,15,Net Banking,Fortnightly,Senior,14
2007,27,Female,Formal Pants,Clothing,8951,Kodungaiyur,M,Green,Summer,2.8,Yes,Express,No,3,Debit Card,Fortnightly,Young Adult,14
2008,49,Other,Formal Pants,Clothing,556,Velachery,S,Olive,Winter,2.3,No,Standard,Yes,16,Net Banking,Fortnightly,Middle-Aged,14
2009,64,Female,Tracksuit,Clothing,2057,T Nagar,XL,Orange,Festive,1.7,No,Express,No,19,Net Banking,Occasionally,Senior,90
2010,27,Other,Shorts,Clothing,5708,Egmore,M,Purple,Festive,3.8,Yes,Free Shipping,No,10,Debit Card,Occasionally,Young Adult,90
2011,30,Male,Skirt,Clothing,4308,Perambur,L,Olive,Summer,4.1,Yes,Free Shipping,No,38,Wallet,Monthly,Adult,30
2012,47,Female,Tracksuit,Clothing,6037,Velachery,M,Orange,Monsoon,3.1,No,Free Shipping,No,28,Wallet,Fortnightly,Middle-Aged,14
2013,22,Female,Leggings,Clothing,6670,Royapettah,M,Beige,Monsoon,5.0,No,Free Shipping,No,0,Cash,Occasionally,Young Adult,90
2014,69,Male,Shirt,Clothing,2371,Chromepet,L,Red,Festive,2.2,Yes,Standard,No,13,Cash,Weekly,Senior,7
2015,46,Female,Jeans,Clothing,5590,Madipakkam,S,Red,Spring,4.9,Yes,Express,No,18,Net Banking,Occasionally,Middle-Aged,90
2016,49,Male,Pajamas,Clothing,4232,Guindy,L,White,Monsoon,4.5,No,Express,No,22,Cash,Occasionally,Middle-Aged,90
2017,46,Other,Tracksuit,Clothing,5906,Porur,L,Olive,Festive,5.0,Yes,Express,No,34,Credit Card,Monthly,Middle-Aged,30
2018,32,Male,Tracksuit,Clothing,2602,Tambaram,L,Yellow,Summer,2.4,Yes,Express,No,2,Wallet,Fortnightly,Adult,14
2019,28,Male,Shorts,Clothing,5005,Royapettah,S,Red,Festive,1.7,No,Free Shipping,Yes,31,Wallet,Monthly,Young Adult,30
2020,16,Other,Dress,Clothing,9855,Kodungaiyur,S,Brown,Festive,4.8,No,Standard,Yes,5,Debit Card,Occasionally,Young Adult,90
2021,34,Male,Chinos,Clothing,6043,Adyar,XL,Navy,Monsoon,1.0,No,Standard,Yes,28,UPI,Fortnightly,Adult,14
2022,16,Male,T-shirt,Clothing,6604,Washermenpet,XL,Blue,Winter,1.7,Yes,Express,Yes,13,Cash,Fortnightly,Young Adult,14
2023,17,Other,Blazer,Clothing,1199,Saidapet,M,Navy,Spring,3.1,No,Standard,No,38,Net Banking,Weekly,Young Adult,7
2024,34,Other,Blazer,Clothing,814,Nungambakkam,XS,Orange,Winter,2.5,Yes,Express,No,37,Net Banking,Monthly,Adult,30
2025,32,Male,Kurti,Clothing,3238,Madipakkam,M,Black,Summer,1.1,Yes,Standard,No,29,Cash,Occasionally,Adult,90
2026,29,Female,Shirt,Clothing,5534,Tambaram,S,Teal,Festive,2.5,No,Express,No,8,Wallet,Weekly,Young Adult,7
2027,68,Other,Jeans,Clothing,7592,T Nagar,XS,Gray,Spring,4.4,No,Standard,No,14,Cash,Weekly,Senior,7
2028,25,Male,Tracksuit,Clothing,9546,Egmore,XL,White,Festive,2.7,No,Free Shipping,No,31,UPI,Weekly,Young Adult,7
2029,32,Other,Leggings,Clothing,2591,Ambattur,S,Purple,Winter,1.5,Yes,Express,No,2,Net Banking,Monthly,Adult,30
2030,62,Male,Skirt,Clothing,6765,Tambaram,XXL,Pink,Summer,1.2,Yes,Express,Yes,9,UPI,Weekly,Senior,7
2031,46,Female,Leggings,Clothing,4559,Royapettah,XXL,Navy,Summer,3.9,Yes,Free Shipping,Yes,31,Wallet,Weekly,Middle-Aged,7
2032,33,Male,Top,Clothing,5317,Pallavaram,M,Black,Summer,1.1,No,Express,Yes,8,Cash,Occasionally,Adult,90
2033,69,Other,Chinos,Clothing,3941,Adyar,M,Yellow,Winter,2.2,Yes,Express,No,15,UPI,Weekly,Senior,7
2034,68,Other,Formal Pants,Clothing,9347,Pallavaram,XXL,Brown,Spring,3.0,No,Free Shipping,No,28,Cash,Monthly,Senior,30
2035,37,Female,Skirt,Clothing,4367,Thiruvanmiyur,L,Blue,Winter,1.8,No,Standard,Yes,7,Net Banking,Occasionally,Adult,90
2036,62,Male,Pajamas,Clothing,3843,Saidapet,M,Gray,Monsoon,1.2,Yes,Free Shipping,No,33,Debit Card,Monthly,Senior,30
2037,41,Male,Jacket,Clothing,4426,Royapettah,XS,Pink,Winter,4.5,Yes,Express,No,35,UPI,Occasionally,Adult,90
2038,56,Female,Top,Clothing,7870,Chromepet,XS,Red,Summer,2.2,Yes,Express,No,25,Net Banking,Occasionally,Middle-Aged,90
2039,55,Other,Leggings,Clothing,2002,Tambaram,XS,Navy,Spring,2.2,Yes,Standard,No,8,Credit Card,Monthly,Middle-Aged,30
2040,51,Male,Pajamas,Clothing,9775,Saidapet,XS,White,Winter,3.7,No,Free Shipping,No,6,Debit Card,Monthly,Middle-Aged,30
